,raw,clean,lemmas,color,gender,keywords
12029,Creez Printed Women's Abstract Fractal Print Capri Tights,creez printed womens abstract fractal print capri tights,creez printed woman abstract fractal print capri tights,[],['woman'],printed woman capri tights creez printed 
12030,Zobello Men's Striped Casual Multicolor Shirt,zobello mens striped casual multicolor shirt,zobello men striped casual multicolor shirt,[],[],men striped multicolor shirt zobello men 
12031,Balaji Velvet Sofa Cover,balaji velvet sofa cover,balaji velvet sofa cover,[],[],velvet sofa sofa cover balaji velvet 
12032,Planet Waves Woodstock Strap,planet waves woodstock strap,planet wave woodstock strap,[],[],wave woodstock woodstock strap planet wave 
12033,Lady Stark Women's Maxi Multicolor Dress,lady stark womens maxi multicolor dress,lady stark woman maxi multicolor dress,[],['woman'],stark woman multicolor dress lady stark 
12034,Wajbee Solid Men's Black Track Pants,wajbee solid mens black track pants,wajbee solid men black track pant,['black'],[],solid men track pant wajbee solid 
12035,PIGEON RAPID ECO-LX Induction Cooktop,pigeon rapid ecolx induction cooktop,pigeon rapid ecolx induction cooktop,[],[],rapid ecolx induction cooktop pigeon rapid 
12036,Scot Wilson Men's Checkered Casual Shirt,scot wilson mens checkered casual shirt,scot wilson men checkered casual shirt,[],[],wilson men casual shirt scot wilson 
12037,MomToBe Women's A-line Green Dress,momtobe womens aline green dress,momtobe woman aline green dress,['green'],['woman'],woman aline green dress momtobe woman 
12038,Collectible India Showpiece  -  19 cm,collectible india showpiece    19 cm,collectible india showpiece 19 cm,[],[],collectible india showpiece collectible india 
12039,Princeware  - 5921 ml Polypropylene Multi-purpose Storage Container,princeware   5921 ml polypropylene multipurpose storage container,princeware 5921 ml polypropylene multipurpose storage container,[],[],polypropylene multipurpose storage container princeware 
12040,Gautam Buddha Showpiece  -  14 cm,gautam buddha showpiece    14 cm,gautam buddha showpiece 14 cm,[],[],gautam buddha showpiece gautam buddha 
12041,ROYAL ERADO One-side Green Leatherette Motorbike Saddlebag,royal erado oneside green leatherette motorbike saddlebag,royal erado oneside green leatherette motorbike saddlebag,['green'],[],erado oneside motorbike saddlebag royal erado 
12042,KASCN UNIVERSAL ARMY TYPE ONE SIDED BAG FOR ALL MOTORCYCLES One-side Green Fabric Motorbike Saddlebag,kascn universal army type one sided bag for all motorcycles oneside green fabric motorbike saddlebag,kascn universal army type one sided bag for all motorcycle oneside green fabric motorbike saddlebag,['green'],[],universal army motorbike saddlebag kascn universal 
12043,Khwaab Enterprise Solid Fashion Chiffon Sari,khwaab enterprise solid fashion chiffon sari,khwaab enterprise solid fashion chiffon sari,[],[],enterprise solid chiffon sari khwaab enterprise 
12044,"Khwaab Enterprise Self Design Fashion Chiffon, Satin Sari",khwaab enterprise self design fashion chiffon satin sari,khwaab enterprise self design fashion chiffon satin sari,[],[],design fashion satin sari khwaab enterprise 
12045,THREE WICKETS Tricolor Kashmir Willow Cricket  Bat,three wickets tricolor kashmir willow cricket  bat,three wicket tricolor kashmir willow cricket bat,[],[],tricolor kashmir wicket tricolor cricket bat 
12046,tiwaritraders Water Jug,tiwaritraders water jug,tiwaritraders water jug,[],[],tiwaritraders water jug tiwaritraders water 
12047,Lock&Lock Kitchen  - 5.5 L Polypropylene Multi-purpose Storage Container,locklock kitchen   55 l polypropylene multipurpose storage container,locklock kitchen 55 l polypropylene multipurpose storage container,[],[],polypropylene multipurpose storage container locklock kitchen 
12048,Lowe Alpine Rucksack Raincover Raincover M Luggage Cover,lowe alpine rucksack raincover raincover m luggage cover,lowe alpine rucksack raincover raincover m luggage cover,[],[],alpine rucksack luggage cover lowe alpine 
12049,ORKA Printed Leatherette XXL Chair Kid Bean Bag,orka printed leatherette xxl chair kid bean bag,orka printed leatherette xxl chair kid bean bag,[],['kid'],printed leatherette bean bag orka printed 
12050,Speedwav 216456 Manual Rear View Mirror,speedwav 216456 manual rear view mirror,speedwav 216456 manual rear view mirror,[],[],view mirror manual rear speedwav 
12051,Speedwav 216510 Manual Rear View Mirror,speedwav 216510 manual rear view mirror,speedwav 216510 manual rear view mirror,[],[],view mirror manual rear speedwav 
12052,Mom & Me Baby Girl's Bodysuit,mom  me baby girls bodysuit,mom me baby girl bodysuit,[],"['girl', 'baby']",mom baby girl girl bodysuit 
12053,ORKA Leatherette XXXL Teardrop Kid Bean Bag,orka leatherette xxxl teardrop kid bean bag,orka leatherette xxxl teardrop kid bean bag,[],['kid'],leatherette xxxl bean bag orka leatherette 
12054,Speedwav 216552 Manual Rear View Mirror,speedwav 216552 manual rear view mirror,speedwav 216552 manual rear view mirror,[],[],view mirror manual rear speedwav 
12055,Speedwav 186136 Manual Rear View Mirror,speedwav 186136 manual rear view mirror,speedwav 186136 manual rear view mirror,[],[],view mirror manual rear speedwav 
12056,Furst Sync Data & Charging For Lva A76 USB Cable,furst sync data  charging for lva a76 usb cable,furst sync data charging for lva a76 usb cable,[],[],sync data furst sync usb cable 
12057,Laviva Exclusive Designer Set of 3 Fancy Rakhis with Thali Design Designer Rakhi,laviva exclusive designer set of 3 fancy rakhis with thali design designer rakhi,laviva exclusive designer set of 3 fancy rakhis with thali design designer rakhi,[],[],thali design fancy rakhis laviva exclusive 
12058,Space Women Heels,space women heels,space woman heel,[],['woman'],space woman heel space woman 
12059,keco Women Heels,keco women heels,keco woman heel,[],['woman'],keco woman heel keco woman 
12060,Manthan Slippers,manthan slippers,manthan slipper,[],[],slipper manthan manthan slipper 
12061,Furst Sync Data & Charging For Mzu M3 Note USB Cable,furst sync data  charging for mzu m3 note usb cable,furst sync data charging for mzu m3 note usb cable,[],[],usb cable note usb furst sync 
12062,Furst Sync Data & Charging For Blade D2 USB Cable,furst sync data  charging for blade d2 usb cable,furst sync data charging for blade d2 usb cable,[],[],sync data furst sync usb cable 
12063,Krocs Slippers,krocs slippers,krocs slipper,[],[],slipper krocs krocs slipper 
12064,APOLLO+ Pack Of 3 Flexible Led Light,apollo pack of 3 flexible led light,apollo pack of 3 flexible led light,[],[],led light flexible led apollo pack 
12065,TEMPO Slippers,tempo slippers,tempo slipper,[],[],slipper tempo tempo slipper 
12066,Ezee Citrus Lime Extract 100 Wet Wipes,ezee citrus lime extract 100 wet wipes,ezee citrus lime extract 100 wet wipe,['lime'],[],lime extract ezee citrus wet wipe 
12067,Laviva Set of Three Fancy & Stone Rakhis with Thali Design Designer Rakhi,laviva set of three fancy  stone rakhis with thali design designer rakhi,laviva set of three fancy stone rakhis with thali design designer rakhi,[],[],thali design fancy stone laviva set 
12068,Laviva Stunnig Set of Fancy & Swastik Rakhis Design Designer Rakhi,laviva stunnig set of fancy  swastik rakhis design designer rakhi,laviva stunnig set of fancy swastik rakhis design designer rakhi,[],[],fancy swastik stunnig set laviva stunnig 
12069,ZALULA Women's Shrug,zalula womens shrug,zalula woman shrug,[],['woman'],zalula woman shrug zalula woman 
12070,Theskinmantra 15059HTCX9-SKN HTC One X9 Mobile Skin,theskinmantra 15059htcx9skn htc one x9 mobile skin,theskinmantra 15059htcx9skn htc one x9 mobile skin,[],[],htc theskinmantra mobile skin 
12071,Theskinmantra 15052HTCX9-SKN HTC One X9 Mobile Skin,theskinmantra 15052htcx9skn htc one x9 mobile skin,theskinmantra 15052htcx9skn htc one x9 mobile skin,[],[],htc theskinmantra mobile skin 
12072,DISNEY Art Creation Art Set,disney art creation art set,disney art creation art set,[],[],art creation art set disney art 
12073,Himmlisch AAD0404 Car Armrest,himmlisch aad0404 car armrest,himmlisch aad0404 car armrest,[],[],car himmlisch car armrest 
12074,ELEGANZE DECOR Wine Hand Bottle Holder Showpiece  -  15 cm,eleganze decor wine hand bottle holder showpiece    15 cm,eleganze decor wine hand bottle holder showpiece 15 cm,[],[],decor wine holder showpiece eleganze decor 
12075,"IndiWeaves Regular Fit Men's Linen White, Cream Trousers",indiweaves regular fit mens linen white cream trousers,indiweaves regular fit men linen white cream trouser,"['linen', 'white']",[],regular fit cream trouser indiweaves regular 
12076,HuppmeGift Happy Birthday Navneet Inner Red Ceramic  (350ml) Ceramic Mug,huppmegift happy birthday navneet inner red ceramic  350ml ceramic mug,huppmegift happy birthday navneet inner red ceramic 350ml ceramic mug,['red'],[],happy birthday ceramic mug huppmegift happy 
12077,Mast & Harbour Skinny Fit Women's Jeans,mast  harbour skinny fit womens jeans,mast harbour skinny fit woman jean,[],['woman'],harbour skinny woman jean mast harbour 
12078,EASIES Solid Single Breasted Casual Men's Blazer,easies solid single breasted casual mens blazer,easies solid single breasted casual men blazer,[],[],solid single men blazer easies solid 
12079,Romano Solid Single Breasted Formal Men's Blazer,romano solid single breasted formal mens blazer,romano solid single breasted formal men blazer,[],[],solid single men blazer romano solid 
12080,SG Test Batting leg Guard,sg test batting leg guard,sg test batting leg guard,[],[],batting leg test batting leg guard 
12081,Blackberrys Self Design Single Breasted Party Men's Blazer,blackberrys self design single breasted party mens blazer,blackberry self design single breasted party men blazer,[],[],single breasted design single men blazer 
12082,UCB Baby Girl's Trousers,ucb baby girls trousers,ucb baby girl trouser,[],"['girl', 'baby']",baby girl girl trouser ucb baby 
12083,Small Toes Bellies,small toes bellies,small toe belly,[],[],small toe belly small toe 
12084,Blackberrys Solid Single Breasted Casual Men's Blazer,blackberrys solid single breasted casual mens blazer,blackberry solid single breasted casual men blazer,[],[],solid single men blazer blackberry solid 
12085,"BACHELORS N BEYOND Self Design Single Breasted Festive, Festive, Casual Men's Blazer",bachelors n beyond self design single breasted festive festive casual mens blazer,bachelor n beyond self design single breasted festive festive casual men blazer,[],[],single breasted design single men blazer 
12086,"blue stag Self Design Single Breasted Wedding, Casual, Party Men's Blazer",blue stag self design single breasted wedding casual party mens blazer,blue stag self design single breasted wedding casual party men blazer,['blue'],[],design single men blazer blue stag 
12087,"Van Don Solid Single Breasted Casual, Party, Wedding Men's Blazer",van don solid single breasted casual party wedding mens blazer,van don solid single breasted casual party wedding men blazer,[],[],don solid men blazer van don 
12088,Sting Solid Single Breasted Casual Men's Blazer,sting solid single breasted casual mens blazer,sting solid single breasted casual men blazer,[],[],solid single men blazer sting solid 
12089,Blackberrys Printed Single Breasted Casual Men's Blazer,blackberrys printed single breasted casual mens blazer,blackberry printed single breasted casual men blazer,[],[],printed single men blazer blackberry printed 
12090,TOC Self Design Single Breasted Festive Men's Blazer,toc self design single breasted festive mens blazer,toc self design single breasted festive men blazer,[],[],single breasted design single men blazer 
12091,Romano Checkered Single Breasted Formal Men's Blazer,romano checkered single breasted formal mens blazer,romano checkered single breasted formal men blazer,[],[],checkered single men blazer romano checkered 
12092,"blue stag Self Design Tuxedo Style Wedding, Casual, Casual Men's Blazer",blue stag self design tuxedo style wedding casual casual mens blazer,blue stag self design tuxedo style wedding casual casual men blazer,['blue'],[],design tuxedo men blazer blue stag 
12093,"Menjestic Solid Tuxedo Style Wedding, Casual, Party Men's Blazer",menjestic solid tuxedo style wedding casual party mens blazer,menjestic solid tuxedo style wedding casual party men blazer,[],[],solid tuxedo men blazer menjestic solid 
12094,Clovia Lingerie Set,clovia lingerie set,clovia lingerie set,[],[],clovia lingerie set clovia lingerie 
12095,Lilliput Full Sleeve Printed Boy's Sweatshirt,lilliput full sleeve printed boys sweatshirt,lilliput full sleeve printed boy sweatshirt,[],['boy'],full sleeve boy sweatshirt lilliput full 
12096,Blackberrys Self Design Single Breasted Formal Men's Blazer,blackberrys self design single breasted formal mens blazer,blackberry self design single breasted formal men blazer,[],[],single breasted design single men blazer 
12097,Bemoree Exclusive Ball Pen,bemoree exclusive ball pen,bemoree exclusive ball pen,[],[],exclusive ball ball pen bemoree exclusive 
12098,Stonkraft Musician Brass Figurine Showpiece  -  15.5 cm,stonkraft musician brass figurine showpiece    155 cm,stonkraft musician brass figurine showpiece 155 cm,[],[],musician brass figurine showpiece stonkraft musician 
12099,Masterhandicraft Brass Decorative Platter,masterhandicraft brass decorative platter,masterhandicraft brass decorative platter,[],[],brass decorative decorative platter masterhandicraft brass 
12100,Voylla Alloy Rose Gold Kada,voylla alloy rose gold kada,voylla alloy rose gold kada,['gold'],[],alloy rose gold kada voylla alloy 
12101,Seher Tribal Fibre Art Showpiece  -  44 cm,seher tribal fibre art showpiece    44 cm,seher tribal fibre art showpiece 44 cm,[],[],tribal fibre art showpiece seher tribal 
12102,FS Brass Brass Decorative Platter,fs brass brass decorative platter,f brass brass decorative platter,[],[],brass brass brass decorative decorative platter 
12103,Shubham Exports Showpiece  -  28 cm,shubham exports showpiece    28 cm,shubham export showpiece 28 cm,[],[],shubham export showpiece shubham export 
12104,Speedwav 216008 Hero Super Splendor LED Indicator Light,speedwav 216008 hero super splendor led indicator light,speedwav 216008 hero super splendor led indicator light,[],[],indicator light hero super speedwav 
12105,Revlon Liquid powder foundation Foundation,revlon liquid powder foundation foundation,revlon liquid powder foundation foundation,[],[],powder foundation liquid powder revlon liquid 
12106,Doraemon Gift Family Ceramic Coffee Mug Multicolour Mug - 325 ml,doraemon gift family ceramic coffee mug multicolour mug  325 ml,doraemon gift family ceramic coffee mug multicolour mug 325 ml,[],[],family ceramic gift family doraemon gift 
